,0
10909,"{'label': 'NEU', 'score': 0.9467810392379761}"
10910,"{'label': 'NEU', 'score': 0.9240884780883789}"
10911,"{'label': 'NEU', 'score': 0.5625098347663879}"
10912,"{'label': 'NEU', 'score': 0.7835915684700012}"
10913,"{'label': 'NEU', 'score': 0.9689657688140869}"
10914,"{'label': 'NEU', 'score': 0.7972267270088196}"
10915,"{'label': 'NEU', 'score': 0.9677826166152954}"
10916,"{'label': 'POS', 'score': 0.9785701036453247}"
10917,"{'label': 'NEU', 'score': 0.862514317035675}"
10918,"{'label': 'POS', 'score': 0.9707762598991394}"
10919,"{'label': 'NEU', 'score': 0.6610087156295776}"
10920,"{'label': 'NEU', 'score': 0.9675108194351196}"
10921,"{'label': 'POS', 'score': 0.933880627155304}"
10922,"{'label': 'POS', 'score': 0.7296497225761414}"
10923,"{'label': 'NEU', 'score': 0.9240884780883789}"
10924,"{'label': 'NEU', 'score': 0.9279664754867554}"
10925,"{'label': 'NEU', 'score': 0.9172633290290833}"
10926,"{'label': 'NEU', 'score': 0.9649484753608704}"
10927,"{'label': 'NEU', 'score': 0.9749757051467896}"
10928,"{'label': 'POS', 'score': 0.6649041175842285}"
10929,"{'label': 'NEU', 'score': 0.9174597859382629}"
10930,"{'label': 'NEU', 'score': 0.934826135635376}"
10931,"{'label': 'NEU', 'score': 0.6244205236434937}"
10932,"{'label': 'POS', 'score': 0.8489307165145874}"
10933,"{'label': 'NEU', 'score': 0.5184460282325745}"
10934,"{'label': 'NEU', 'score': 0.8669962286949158}"
10935,"{'label': 'NEU', 'score': 0.8540917038917542}"
10936,"{'label': 'NEU', 'score': 0.9644899368286133}"
10937,"{'label': 'NEU', 'score': 0.8402323126792908}"
10938,"{'label': 'POS', 'score': 0.9831992983818054}"
10939,"{'label': 'POS', 'score': 0.9719527363777161}"
10940,"{'label': 'NEU', 'score': 0.9776479005813599}"
10941,"{'label': 'NEU', 'score': 0.6426690816879272}"
10942,"{'label': 'POS', 'score': 0.8233285546302795}"
10943,"{'label': 'NEU', 'score': 0.5441715121269226}"
10944,"{'label': 'POS', 'score': 0.8755369782447815}"
10945,"{'label': 'NEU', 'score': 0.9244743585586548}"
10946,"{'label': 'NEU', 'score': 0.9485490322113037}"
10947,"{'label': 'NEU', 'score': 0.9689657688140869}"
10948,"{'label': 'NEG', 'score': 0.7545229196548462}"
10949,"{'label': 'NEU', 'score': 0.8710611462593079}"
10950,"{'label': 'POS', 'score': 0.9868419766426086}"
10951,"{'label': 'NEU', 'score': 0.9323208332061768}"
10952,"{'label': 'NEU', 'score': 0.8899949193000793}"
10953,"{'label': 'NEU', 'score': 0.9579506516456604}"
10954,"{'label': 'NEU', 'score': 0.971091091632843}"
10955,"{'label': 'NEU', 'score': 0.9472121000289917}"
10956,"{'label': 'NEU', 'score': 0.8826594352722168}"
10957,"{'label': 'NEU', 'score': 0.9634745717048645}"
10958,"{'label': 'NEU', 'score': 0.8713929653167725}"
10959,"{'label': 'NEU', 'score': 0.9534692168235779}"
10960,"{'label': 'NEU', 'score': 0.9548349380493164}"
10961,"{'label': 'POS', 'score': 0.9425150156021118}"
10962,"{'label': 'POS', 'score': 0.8700323104858398}"
10963,"{'label': 'POS', 'score': 0.9901425838470459}"
10964,"{'label': 'NEU', 'score': 0.9068040251731873}"
10965,"{'label': 'POS', 'score': 0.9250741004943848}"
10966,"{'label': 'NEU', 'score': 0.9458941221237183}"
10967,"{'label': 'NEU', 'score': 0.9620805978775024}"
10968,"{'label': 'POS', 'score': 0.8808006644248962}"
10969,"{'label': 'POS', 'score': 0.9923416376113892}"
10970,"{'label': 'NEU', 'score': 0.6279429793357849}"
10971,"{'label': 'NEU', 'score': 0.9675566554069519}"
10972,"{'label': 'NEU', 'score': 0.9387608170509338}"
10973,"{'label': 'NEU', 'score': 0.9679052233695984}"
10974,"{'label': 'NEU', 'score': 0.8694000244140625}"
10975,"{'label': 'NEU', 'score': 0.9723014831542969}"
10976,"{'label': 'NEU', 'score': 0.9689657688140869}"
10977,"{'label': 'NEU', 'score': 0.9689657688140869}"
10978,"{'label': 'NEU', 'score': 0.6859497427940369}"
10979,"{'label': 'NEU', 'score': 0.9048545360565186}"
10980,"{'label': 'NEU', 'score': 0.9599342346191406}"
10981,"{'label': 'NEU', 'score': 0.9714818596839905}"
10982,"{'label': 'NEU', 'score': 0.9653260111808777}"
10983,"{'label': 'NEU', 'score': 0.9795447587966919}"
10984,"{'label': 'NEU', 'score': 0.9632732272148132}"
10985,"{'label': 'NEU', 'score': 0.949939489364624}"
10986,"{'label': 'NEU', 'score': 0.9494377374649048}"
10987,"{'label': 'NEU', 'score': 0.9591416716575623}"
10988,"{'label': 'NEU', 'score': 0.8489460349082947}"
10989,"{'label': 'NEU', 'score': 0.9757153391838074}"
10990,"{'label': 'NEU', 'score': 0.9720403552055359}"
10991,"{'label': 'NEU', 'score': 0.9548510313034058}"
10992,"{'label': 'NEU', 'score': 0.9720611572265625}"
10993,"{'label': 'NEU', 'score': 0.9736409187316895}"
10994,"{'label': 'NEU', 'score': 0.9619628190994263}"
10995,"{'label': 'NEU', 'score': 0.9580649733543396}"
10996,"{'label': 'NEU', 'score': 0.9581250548362732}"
10997,"{'label': 'NEU', 'score': 0.9469559192657471}"
10998,"{'label': 'NEG', 'score': 0.5149832367897034}"
10999,"{'label': 'NEU', 'score': 0.9480461478233337}"
11000,"{'label': 'NEU', 'score': 0.8803467750549316}"
11001,"{'label': 'NEU', 'score': 0.9360699653625488}"
11002,"{'label': 'NEU', 'score': 0.9569544196128845}"
11003,"{'label': 'NEU', 'score': 0.9632512927055359}"
11004,"{'label': 'NEU', 'score': 0.9496015310287476}"
11005,"{'label': 'NEU', 'score': 0.9578837156295776}"
11006,"{'label': 'NEU', 'score': 0.945637047290802}"
11007,"{'label': 'POS', 'score': 0.9800173044204712}"
11008,"{'label': 'NEU', 'score': 0.686339259147644}"
11009,"{'label': 'NEU', 'score': 0.9479404091835022}"
11010,"{'label': 'NEU', 'score': 0.8567175269126892}"
11011,"{'label': 'NEU', 'score': 0.9101418256759644}"
11012,"{'label': 'POS', 'score': 0.8277185559272766}"
11013,"{'label': 'POS', 'score': 0.9350990653038025}"
11014,"{'label': 'POS', 'score': 0.9893940091133118}"
11015,"{'label': 'NEU', 'score': 0.9498761296272278}"
11016,"{'label': 'NEU', 'score': 0.8587489128112793}"
11017,"{'label': 'NEU', 'score': 0.9459497928619385}"
11018,"{'label': 'NEU', 'score': 0.8563300967216492}"
11019,"{'label': 'NEU', 'score': 0.7780790328979492}"
11020,"{'label': 'NEU', 'score': 0.9391555786132812}"
11021,"{'label': 'NEU', 'score': 0.5002466440200806}"
11022,"{'label': 'POS', 'score': 0.6809771656990051}"
11023,"{'label': 'POS', 'score': 0.9913368225097656}"
11024,"{'label': 'NEU', 'score': 0.9799572825431824}"
11025,"{'label': 'POS', 'score': 0.743937611579895}"
11026,"{'label': 'POS', 'score': 0.9606580138206482}"
11027,"{'label': 'NEU', 'score': 0.9172252416610718}"
11028,"{'label': 'NEU', 'score': 0.9753317832946777}"
11029,"{'label': 'NEU', 'score': 0.6405084133148193}"
11030,"{'label': 'POS', 'score': 0.7429916858673096}"
11031,"{'label': 'NEU', 'score': 0.8200662732124329}"
11032,"{'label': 'POS', 'score': 0.9021739959716797}"
11033,"{'label': 'POS', 'score': 0.9384440779685974}"
11034,"{'label': 'NEU', 'score': 0.7192711234092712}"
11035,"{'label': 'NEU', 'score': 0.9201271533966064}"
11036,"{'label': 'NEU', 'score': 0.5168840289115906}"
11037,"{'label': 'POS', 'score': 0.9816126227378845}"
11038,"{'label': 'NEU', 'score': 0.5200068950653076}"
11039,"{'label': 'NEU', 'score': 0.7321016788482666}"
11040,"{'label': 'NEU', 'score': 0.9624865055084229}"
11041,"{'label': 'POS', 'score': 0.9833795428276062}"
11042,"{'label': 'POS', 'score': 0.7975812554359436}"
11043,"{'label': 'NEU', 'score': 0.6083325743675232}"
11044,"{'label': 'NEU', 'score': 0.9560149908065796}"
11045,"{'label': 'NEU', 'score': 0.9536519646644592}"
11046,"{'label': 'POS', 'score': 0.7917405962944031}"
11047,"{'label': 'NEU', 'score': 0.880501389503479}"
11048,"{'label': 'NEU', 'score': 0.6697166562080383}"
11049,"{'label': 'NEU', 'score': 0.6059249639511108}"
11050,"{'label': 'NEU', 'score': 0.9732813835144043}"
11051,"{'label': 'POS', 'score': 0.978503406047821}"
11052,"{'label': 'NEU', 'score': 0.9602341055870056}"
11053,"{'label': 'NEU', 'score': 0.6426582336425781}"
11054,"{'label': 'POS', 'score': 0.9836450815200806}"
11055,"{'label': 'NEU', 'score': 0.9361500144004822}"
11056,"{'label': 'NEU', 'score': 0.9739848375320435}"
11057,"{'label': 'NEU', 'score': 0.9378339648246765}"
11058,"{'label': 'NEU', 'score': 0.9344040751457214}"
11059,"{'label': 'NEU', 'score': 0.7925461530685425}"
11060,"{'label': 'NEU', 'score': 0.9488245248794556}"
11061,"{'label': 'POS', 'score': 0.5816188454627991}"
11062,"{'label': 'NEU', 'score': 0.9576525092124939}"
11063,"{'label': 'POS', 'score': 0.9159438014030457}"
11064,"{'label': 'POS', 'score': 0.9381746649742126}"
11065,"{'label': 'NEU', 'score': 0.9734624028205872}"
11066,"{'label': 'NEU', 'score': 0.9447605013847351}"
11067,"{'label': 'NEU', 'score': 0.9772821664810181}"
11068,"{'label': 'POS', 'score': 0.9401939511299133}"
11069,"{'label': 'POS', 'score': 0.949460506439209}"
11070,"{'label': 'POS', 'score': 0.6238170862197876}"
11071,"{'label': 'NEU', 'score': 0.9711542725563049}"
11072,"{'label': 'NEU', 'score': 0.5912506580352783}"
11073,"{'label': 'NEU', 'score': 0.9356886744499207}"
11074,"{'label': 'NEU', 'score': 0.9771730899810791}"
11075,"{'label': 'NEU', 'score': 0.9738943576812744}"
11076,"{'label': 'NEU', 'score': 0.9597887992858887}"
11077,"{'label': 'NEU', 'score': 0.9732089042663574}"
11078,"{'label': 'POS', 'score': 0.9345769882202148}"
11079,"{'label': 'NEU', 'score': 0.5757230520248413}"
11080,"{'label': 'POS', 'score': 0.9823397994041443}"
11081,"{'label': 'NEU', 'score': 0.9730949401855469}"
11082,"{'label': 'POS', 'score': 0.9860532879829407}"
11083,"{'label': 'NEU', 'score': 0.9495401382446289}"
11084,"{'label': 'NEU', 'score': 0.947008490562439}"
11085,"{'label': 'NEU', 'score': 0.9602817893028259}"
11086,"{'label': 'NEU', 'score': 0.9575287699699402}"
11087,"{'label': 'NEU', 'score': 0.969394326210022}"
11088,"{'label': 'POS', 'score': 0.9905946254730225}"
11089,"{'label': 'NEU', 'score': 0.8084882497787476}"
11090,"{'label': 'NEU', 'score': 0.9772385358810425}"
11091,"{'label': 'NEU', 'score': 0.95163494348526}"
11092,"{'label': 'NEU', 'score': 0.9676423072814941}"
11093,"{'label': 'NEU', 'score': 0.9642937183380127}"
11094,"{'label': 'NEU', 'score': 0.5924180150032043}"
11095,"{'label': 'POS', 'score': 0.7632892727851868}"
11096,"{'label': 'POS', 'score': 0.9649807810783386}"
11097,"{'label': 'NEU', 'score': 0.6375488638877869}"
11098,"{'label': 'NEU', 'score': 0.8114623427391052}"
11099,"{'label': 'NEU', 'score': 0.9401640295982361}"
11100,"{'label': 'NEU', 'score': 0.8820128440856934}"
11101,"{'label': 'NEU', 'score': 0.9689657688140869}"
11102,"{'label': 'NEU', 'score': 0.8431800007820129}"
11103,"{'label': 'NEU', 'score': 0.9307254552841187}"
11104,"{'label': 'NEU', 'score': 0.896088719367981}"
11105,"{'label': 'NEU', 'score': 0.9572926163673401}"
11106,"{'label': 'NEU', 'score': 0.9447222352027893}"
11107,"{'label': 'POS', 'score': 0.9401939511299133}"
11108,"{'label': 'NEU', 'score': 0.9689657688140869}"
11109,"{'label': 'NEU', 'score': 0.9528759121894836}"
11110,"{'label': 'NEU', 'score': 0.8986644148826599}"
11111,"{'label': 'NEG', 'score': 0.9187380075454712}"
11112,"{'label': 'NEU', 'score': 0.9096991419792175}"
11113,"{'label': 'NEU', 'score': 0.8672733902931213}"
11114,"{'label': 'POS', 'score': 0.9265775680541992}"
11115,"{'label': 'POS', 'score': 0.97735196352005}"
11116,"{'label': 'POS', 'score': 0.9909051656723022}"
11117,"{'label': 'POS', 'score': 0.9910687208175659}"
11118,"{'label': 'POS', 'score': 0.9907565712928772}"
11119,"{'label': 'NEU', 'score': 0.9688996076583862}"
11120,"{'label': 'NEU', 'score': 0.8887621164321899}"
11121,"{'label': 'NEU', 'score': 0.8764145374298096}"
11122,"{'label': 'NEU', 'score': 0.8901939988136292}"
11123,"{'label': 'POS', 'score': 0.9909051656723022}"
11124,"{'label': 'NEU', 'score': 0.7215999960899353}"
11125,"{'label': 'POS', 'score': 0.9919902682304382}"
11126,"{'label': 'POS', 'score': 0.986905038356781}"
11127,"{'label': 'POS', 'score': 0.971904993057251}"
11128,"{'label': 'NEU', 'score': 0.9601961970329285}"
11129,"{'label': 'NEU', 'score': 0.6424006819725037}"
11130,"{'label': 'NEU', 'score': 0.9737638235092163}"
11131,"{'label': 'NEU', 'score': 0.9603158831596375}"
11132,"{'label': 'POS', 'score': 0.9844455122947693}"
11133,"{'label': 'NEU', 'score': 0.9164876937866211}"
11134,"{'label': 'POS', 'score': 0.952161967754364}"
11135,"{'label': 'NEU', 'score': 0.8218668699264526}"
11136,"{'label': 'POS', 'score': 0.9925661087036133}"
11137,"{'label': 'POS', 'score': 0.7121238112449646}"
11138,"{'label': 'NEU', 'score': 0.8981841802597046}"
11139,"{'label': 'NEU', 'score': 0.953730583190918}"
11140,"{'label': 'NEU', 'score': 0.8902140259742737}"
11141,"{'label': 'NEU', 'score': 0.9523038864135742}"
11142,"{'label': 'NEU', 'score': 0.9050489068031311}"
11143,"{'label': 'NEU', 'score': 0.9689657688140869}"
11144,"{'label': 'NEU', 'score': 0.896881103515625}"
11145,"{'label': 'POS', 'score': 0.5601125359535217}"
11146,"{'label': 'POS', 'score': 0.891262412071228}"
11147,"{'label': 'POS', 'score': 0.9644418358802795}"
11148,"{'label': 'NEU', 'score': 0.9580486416816711}"
11149,"{'label': 'NEU', 'score': 0.8438177108764648}"
11150,"{'label': 'NEU', 'score': 0.9522411823272705}"
11151,"{'label': 'NEU', 'score': 0.884709894657135}"
11152,"{'label': 'NEU', 'score': 0.9705023765563965}"
11153,"{'label': 'NEU', 'score': 0.7538247108459473}"
11154,"{'label': 'NEU', 'score': 0.6549239754676819}"
11155,"{'label': 'NEG', 'score': 0.8546855449676514}"
11156,"{'label': 'NEU', 'score': 0.9061487913131714}"
11157,"{'label': 'NEU', 'score': 0.9717558026313782}"
11158,"{'label': 'NEU', 'score': 0.7232387661933899}"
11159,"{'label': 'POS', 'score': 0.9013157486915588}"
11160,"{'label': 'NEU', 'score': 0.955598771572113}"
11161,"{'label': 'POS', 'score': 0.6045048236846924}"
11162,"{'label': 'NEU', 'score': 0.9265041947364807}"
11163,"{'label': 'NEU', 'score': 0.8475726842880249}"
11164,"{'label': 'NEU', 'score': 0.712422788143158}"
11165,"{'label': 'NEU', 'score': 0.880501389503479}"
11166,"{'label': 'NEU', 'score': 0.9619868397712708}"
11167,"{'label': 'NEU', 'score': 0.9492849707603455}"
11168,"{'label': 'NEU', 'score': 0.9567700624465942}"
11169,"{'label': 'NEU', 'score': 0.9376131296157837}"
11170,"{'label': 'NEU', 'score': 0.8585935831069946}"
11171,"{'label': 'NEU', 'score': 0.9726947546005249}"
11172,"{'label': 'NEU', 'score': 0.9348335266113281}"
11173,"{'label': 'NEU', 'score': 0.5850099325180054}"
11174,"{'label': 'NEU', 'score': 0.9350340962409973}"
11175,"{'label': 'NEU', 'score': 0.9379169344902039}"
11176,"{'label': 'NEU', 'score': 0.9629771113395691}"
11177,"{'label': 'NEU', 'score': 0.9689658880233765}"
11178,"{'label': 'NEU', 'score': 0.9072697758674622}"
11179,"{'label': 'POS', 'score': 0.9920198321342468}"
11180,"{'label': 'NEU', 'score': 0.9693818688392639}"
11181,"{'label': 'POS', 'score': 0.823883593082428}"
11182,"{'label': 'NEU', 'score': 0.9444371461868286}"
11183,"{'label': 'POS', 'score': 0.8545292615890503}"
11184,"{'label': 'NEU', 'score': 0.784142792224884}"
11185,"{'label': 'NEU', 'score': 0.9023074507713318}"
11186,"{'label': 'NEU', 'score': 0.5906057357788086}"
11187,"{'label': 'NEU', 'score': 0.9639840126037598}"
11188,"{'label': 'NEU', 'score': 0.9261569380760193}"
11189,"{'label': 'POS', 'score': 0.9539384841918945}"
11190,"{'label': 'NEU', 'score': 0.9598134160041809}"
11191,"{'label': 'NEU', 'score': 0.9723444581031799}"
11192,"{'label': 'NEU', 'score': 0.6854722499847412}"
11193,"{'label': 'NEU', 'score': 0.6966204643249512}"
11194,"{'label': 'NEU', 'score': 0.844485342502594}"
11195,"{'label': 'NEU', 'score': 0.9648197293281555}"
11196,"{'label': 'NEU', 'score': 0.9451910257339478}"
11197,"{'label': 'POS', 'score': 0.9923001527786255}"
11198,"{'label': 'NEU', 'score': 0.9108573198318481}"
11199,"{'label': 'NEU', 'score': 0.887492299079895}"
11200,"{'label': 'POS', 'score': 0.9588350057601929}"
11201,"{'label': 'NEU', 'score': 0.7451284527778625}"
11202,"{'label': 'NEU', 'score': 0.760470449924469}"
11203,"{'label': 'NEU', 'score': 0.9745275974273682}"
11204,"{'label': 'NEU', 'score': 0.9416513442993164}"
11205,"{'label': 'NEU', 'score': 0.9720391035079956}"
11206,"{'label': 'NEU', 'score': 0.9506360292434692}"
11207,"{'label': 'NEU', 'score': 0.9544481039047241}"
11208,"{'label': 'NEU', 'score': 0.9601020216941833}"
11209,"{'label': 'POS', 'score': 0.9195255041122437}"
11210,"{'label': 'NEG', 'score': 0.648166835308075}"
11211,"{'label': 'POS', 'score': 0.7521191239356995}"
11212,"{'label': 'NEU', 'score': 0.9624242186546326}"
11213,"{'label': 'NEU', 'score': 0.963582456111908}"
11214,"{'label': 'NEU', 'score': 0.8915348052978516}"
11215,"{'label': 'NEU', 'score': 0.957839846611023}"
11216,"{'label': 'NEU', 'score': 0.7069851756095886}"
11217,"{'label': 'POS', 'score': 0.9552782773971558}"
11218,"{'label': 'NEU', 'score': 0.8827913403511047}"
11219,"{'label': 'POS', 'score': 0.9863514304161072}"
11220,"{'label': 'NEU', 'score': 0.9374575018882751}"
11221,"{'label': 'POS', 'score': 0.9409185647964478}"
11222,"{'label': 'NEU', 'score': 0.9700356125831604}"
11223,"{'label': 'NEU', 'score': 0.9280946850776672}"
11224,"{'label': 'POS', 'score': 0.9005439281463623}"
11225,"{'label': 'NEU', 'score': 0.9059624671936035}"
11226,"{'label': 'POS', 'score': 0.9288120865821838}"
11227,"{'label': 'POS', 'score': 0.6219328045845032}"
11228,"{'label': 'NEU', 'score': 0.9538467526435852}"
11229,"{'label': 'NEU', 'score': 0.9364896416664124}"
11230,"{'label': 'NEU', 'score': 0.9436649680137634}"
11231,"{'label': 'NEG', 'score': 0.7163930535316467}"
11232,"{'label': 'NEU', 'score': 0.9621866941452026}"
11233,"{'label': 'NEU', 'score': 0.8833098411560059}"
11234,"{'label': 'NEU', 'score': 0.8467227816581726}"
11235,"{'label': 'NEU', 'score': 0.8463295102119446}"
11236,"{'label': 'NEU', 'score': 0.9794939756393433}"
11237,"{'label': 'NEU', 'score': 0.9234480857849121}"
11238,"{'label': 'NEU', 'score': 0.9570385813713074}"
11239,"{'label': 'POS', 'score': 0.9866581559181213}"
11240,"{'label': 'NEU', 'score': 0.8267337083816528}"
11241,"{'label': 'NEU', 'score': 0.9313960075378418}"
11242,"{'label': 'POS', 'score': 0.6087419986724854}"
11243,"{'label': 'NEU', 'score': 0.9679619669914246}"
11244,"{'label': 'NEU', 'score': 0.9712857007980347}"
11245,"{'label': 'NEG', 'score': 0.4980761706829071}"
11246,"{'label': 'NEU', 'score': 0.9704443216323853}"
11247,"{'label': 'NEU', 'score': 0.9589176774024963}"
11248,"{'label': 'NEU', 'score': 0.9454089403152466}"
11249,"{'label': 'NEU', 'score': 0.9469090104103088}"
11250,"{'label': 'NEU', 'score': 0.8872039318084717}"
11251,"{'label': 'NEU', 'score': 0.964446485042572}"
11252,"{'label': 'NEU', 'score': 0.6696901917457581}"
11253,"{'label': 'NEU', 'score': 0.9543399214744568}"
11254,"{'label': 'POS', 'score': 0.9439914226531982}"
11255,"{'label': 'POS', 'score': 0.9853107929229736}"
11256,"{'label': 'NEU', 'score': 0.7331103682518005}"
11257,"{'label': 'NEU', 'score': 0.9265041947364807}"
11258,"{'label': 'POS', 'score': 0.9791841506958008}"
11259,"{'label': 'NEU', 'score': 0.9723604321479797}"
11260,"{'label': 'NEU', 'score': 0.9502427577972412}"
11261,"{'label': 'NEU', 'score': 0.8930774927139282}"
11262,"{'label': 'POS', 'score': 0.6867356300354004}"
11263,"{'label': 'POS', 'score': 0.9318334460258484}"
11264,"{'label': 'NEU', 'score': 0.7649834156036377}"
11265,"{'label': 'NEU', 'score': 0.9412598013877869}"
11266,"{'label': 'NEU', 'score': 0.9599198698997498}"
11267,"{'label': 'POS', 'score': 0.9153055548667908}"
11268,"{'label': 'NEU', 'score': 0.6371101140975952}"
11269,"{'label': 'NEU', 'score': 0.555643618106842}"
11270,"{'label': 'POS', 'score': 0.9101347327232361}"
11271,"{'label': 'POS', 'score': 0.6812458634376526}"
11272,"{'label': 'NEU', 'score': 0.975315511226654}"
11273,"{'label': 'POS', 'score': 0.9748929738998413}"
11274,"{'label': 'NEU', 'score': 0.6341370940208435}"
11275,"{'label': 'NEU', 'score': 0.9389683604240417}"
11276,"{'label': 'NEU', 'score': 0.8241709470748901}"
11277,"{'label': 'NEU', 'score': 0.9644222259521484}"
11278,"{'label': 'POS', 'score': 0.8166676163673401}"
11279,"{'label': 'NEU', 'score': 0.9503263831138611}"
11280,"{'label': 'POS', 'score': 0.9909701347351074}"
11281,"{'label': 'NEU', 'score': 0.9069775342941284}"
11282,"{'label': 'NEU', 'score': 0.8304389119148254}"
11283,"{'label': 'NEU', 'score': 0.8160918354988098}"
11284,"{'label': 'NEU', 'score': 0.9746690392494202}"
11285,"{'label': 'NEU', 'score': 0.9708078503608704}"
11286,"{'label': 'NEU', 'score': 0.9409242868423462}"
11287,"{'label': 'POS', 'score': 0.9308552742004395}"
11288,"{'label': 'POS', 'score': 0.985783576965332}"
11289,"{'label': 'NEU', 'score': 0.9316639304161072}"
11290,"{'label': 'NEU', 'score': 0.9468734860420227}"
11291,"{'label': 'NEU', 'score': 0.9624813199043274}"
11292,"{'label': 'NEU', 'score': 0.9328012466430664}"
11293,"{'label': 'NEU', 'score': 0.653441846370697}"
11294,"{'label': 'POS', 'score': 0.5893415808677673}"
11295,"{'label': 'POS', 'score': 0.5070422291755676}"
11296,"{'label': 'NEU', 'score': 0.9437782764434814}"
11297,"{'label': 'NEG', 'score': 0.8457037210464478}"
11298,"{'label': 'NEU', 'score': 0.794839084148407}"
11299,"{'label': 'NEU', 'score': 0.929466724395752}"
11300,"{'label': 'POS', 'score': 0.9154830574989319}"
11301,"{'label': 'NEU', 'score': 0.9138842821121216}"
11302,"{'label': 'NEU', 'score': 0.975217342376709}"
11303,"{'label': 'NEG', 'score': 0.5694271922111511}"
11304,"{'label': 'NEU', 'score': 0.9645916819572449}"
11305,"{'label': 'POS', 'score': 0.6739974021911621}"
11306,"{'label': 'NEU', 'score': 0.9478734731674194}"
11307,"{'label': 'POS', 'score': 0.9882837533950806}"
11308,"{'label': 'NEU', 'score': 0.9268152117729187}"
11309,"{'label': 'NEU', 'score': 0.9721622467041016}"
11310,"{'label': 'NEU', 'score': 0.8640894293785095}"
11311,"{'label': 'NEU', 'score': 0.9323063492774963}"
11312,"{'label': 'NEU', 'score': 0.9256222248077393}"
11313,"{'label': 'NEU', 'score': 0.636443018913269}"
11314,"{'label': 'POS', 'score': 0.9738484621047974}"
11315,"{'label': 'NEU', 'score': 0.9549306035041809}"
11316,"{'label': 'NEU', 'score': 0.9038156867027283}"
11317,"{'label': 'NEU', 'score': 0.8419591188430786}"
11318,"{'label': 'NEU', 'score': 0.9714339375495911}"
11319,"{'label': 'NEG', 'score': 0.6315764784812927}"
11320,"{'label': 'NEU', 'score': 0.9757830500602722}"
11321,"{'label': 'POS', 'score': 0.9094131588935852}"
11322,"{'label': 'NEU', 'score': 0.9307360649108887}"
11323,"{'label': 'NEU', 'score': 0.8512671589851379}"
11324,"{'label': 'NEU', 'score': 0.5037969350814819}"
11325,"{'label': 'POS', 'score': 0.9917241930961609}"
11326,"{'label': 'NEU', 'score': 0.9540568590164185}"
11327,"{'label': 'NEU', 'score': 0.7095193266868591}"
11328,"{'label': 'POS', 'score': 0.9092879891395569}"
11329,"{'label': 'NEU', 'score': 0.9729883074760437}"
11330,"{'label': 'NEU', 'score': 0.8905972838401794}"
11331,"{'label': 'NEG', 'score': 0.6684961915016174}"
11332,"{'label': 'NEU', 'score': 0.7846719622612}"
11333,"{'label': 'POS', 'score': 0.8518110513687134}"
11334,"{'label': 'NEU', 'score': 0.9591493606567383}"
11335,"{'label': 'POS', 'score': 0.9762812852859497}"
11336,"{'label': 'NEU', 'score': 0.953167736530304}"
11337,"{'label': 'NEU', 'score': 0.9365180134773254}"
11338,"{'label': 'NEG', 'score': 0.8070915937423706}"
11339,"{'label': 'NEU', 'score': 0.9594581723213196}"
11340,"{'label': 'NEU', 'score': 0.9595974683761597}"
11341,"{'label': 'NEG', 'score': 0.8096142411231995}"
11342,"{'label': 'NEU', 'score': 0.7908482551574707}"
11343,"{'label': 'NEU', 'score': 0.7490040063858032}"
11344,"{'label': 'NEU', 'score': 0.586637556552887}"
11345,"{'label': 'NEU', 'score': 0.8999322056770325}"
11346,"{'label': 'NEU', 'score': 0.9666123390197754}"
11347,"{'label': 'NEU', 'score': 0.9327899217605591}"
11348,"{'label': 'NEU', 'score': 0.7171421051025391}"
11349,"{'label': 'NEU', 'score': 0.9482218027114868}"
11350,"{'label': 'POS', 'score': 0.8405643105506897}"
11351,"{'label': 'NEU', 'score': 0.5267757177352905}"
11352,"{'label': 'NEU', 'score': 0.8559922575950623}"
11353,"{'label': 'NEU', 'score': 0.8081051111221313}"
11354,"{'label': 'NEU', 'score': 0.9178569912910461}"
11355,"{'label': 'NEU', 'score': 0.964970588684082}"
11356,"{'label': 'POS', 'score': 0.9058651924133301}"
11357,"{'label': 'NEU', 'score': 0.9644393920898438}"
11358,"{'label': 'NEU', 'score': 0.9621216654777527}"
11359,"{'label': 'NEU', 'score': 0.956045389175415}"
11360,"{'label': 'POS', 'score': 0.9545226097106934}"
11361,"{'label': 'NEU', 'score': 0.9720835089683533}"
11362,"{'label': 'POS', 'score': 0.9010341167449951}"
11363,"{'label': 'NEU', 'score': 0.7390735745429993}"
11364,"{'label': 'NEU', 'score': 0.9714136123657227}"
11365,"{'label': 'NEU', 'score': 0.964836061000824}"
11366,"{'label': 'NEU', 'score': 0.9194231629371643}"
11367,"{'label': 'NEU', 'score': 0.9638295769691467}"
11368,"{'label': 'NEU', 'score': 0.8057512044906616}"
11369,"{'label': 'POS', 'score': 0.9791954755783081}"
11370,"{'label': 'NEU', 'score': 0.8747534155845642}"
11371,"{'label': 'NEU', 'score': 0.9697867631912231}"
11372,"{'label': 'NEG', 'score': 0.6629456281661987}"
11373,"{'label': 'NEU', 'score': 0.6692639589309692}"
11374,"{'label': 'NEU', 'score': 0.9321889281272888}"
11375,"{'label': 'NEG', 'score': 0.8967495560646057}"
11376,"{'label': 'NEU', 'score': 0.5310851335525513}"
11377,"{'label': 'NEU', 'score': 0.9521552920341492}"
11378,"{'label': 'NEG', 'score': 0.5773686766624451}"
11379,"{'label': 'NEU', 'score': 0.9509262442588806}"
